Estampa de tiempo;KPH;1DIAG;2DIAG;2AXI;3DIAG;4DIAG;Falla
24/04/2019 4:46;3600;0;0;0;0;0;OK
24/04/2019 5:16;3600;0;0;0;0;0;OK
24/04/2019 5:46;3600;0;0;0;0;0;OK
24/04/2019 6:16;3600;0;0;0;0;0;OK
24/04/2019 6:46;3600;0;0;0;0;0;OK
24/04/2019 7:16;3600;0;0;0;0;0;OK
24/04/2019 7:46;3600;0;0;0;0;0;OK
24/04/2019 8:16;3600;0;0;0;0;0;OK
24/04/2019 8:46;3600;0;0;0;0;0;OK
24/04/2019 9:16;3600;0;0;0;0;0;OK
24/04/2019 9:46;3600;0;0;0;0;0;OK
24/04/2019 10:16;3600;0;0;0;0;0;OK
24/04/2019 10:46;3600;0;0;0;0;0;OK
24/04/2019 11:16;3600;0;0;0;0;0;OK
24/04/2019 11:46;3600;0;0;0;0;0;OK
24/04/2019 12:16;3600;0;0;0;0;0;OK
24/04/2019 12:46;3600;0;0;0;0;0;OK
24/04/2019 13:16;3600;0;0;0;0;0;OK
24/04/2019 13:46;3600;0;0;0;0;0;OK
24/04/2019 14:16;3600;0;0;0;0;0;OK
24/04/2019 14:46;3600;0;0;0;0;0;OK
24/04/2019 15:16;3600;0;0;0;0;0;OK
24/04/2019 15:46;3600;0;0;0;0;0;OK
25/04/2019 8:10;3600;0;0;0;0;0;OK
25/04/2019 8:10;3600;0;0;0;0;0;OK
25/04/2019 8:40;3600;0;0;0;0;0;OK
25/04/2019 9:10;3600;0;0;0;0;0;OK
25/04/2019 9:40;3600;0;0;0;0;0;OK
25/04/2019 10:10;3600;0;0;0;0;0;OK
25/04/2019 10:40;3600;0;0;0;0;0;OK
25/04/2019 11:10;3600;0;0;0;0;0;OK
25/04/2019 11:40;3600;0;0;0;0;0;OK
25/04/2019 12:10;3600;0;0;0;0;0;OK
25/04/2019 12:40;3600;0;0;0;0;0;OK
25/04/2019 13:10;3600;0;0;;0;0;OK
25/04/2019 13:40;3600;0;0;;0;0;OK
25/04/2019 14:10;3600;0;0;;0;0;OK
25/04/2019 14:40;3600;0;0;;0;0;OK
25/04/2019 15:10;3600;0;0;;0;0;OK
25/04/2019 15:40;3600;0;0;;0;0;OK
25/04/2019 16:10;3600;0;0;;0;0;OK
25/04/2019 16:40;3600;0;0;;0;0;OK
25/04/2019 17:10;3600;0;0;;0;0;OK
25/04/2019 17:40;3600;0;0;;0;0;OK
25/04/2019 18:10;3600;0;0;;0;0;OK
25/04/2019 18:40;3600;0;0;;0;0;OK
25/04/2019 19:10;3600;0;0;;0;0;OK
25/04/2019 19:40;3600;0;0;;0;0;OK
25/04/2019 20:10;3600;0;0;;0;0;OK
25/04/2019 20:10;3600;0;0;;0;0;OK
25/04/2019 20:40;3600;0;0;;0;0;OK
25/04/2019 21:10;3600;0;0;;0;0;OK
25/04/2019 21:40;3600;0;0;;0;0;OK
25/04/2019 22:11;3600;0;0;;0;0;OK
25/04/2019 22:41;3600;0;0;;0;0;OK
25/04/2019 23:11;3600;0;0;;0;0;OK
25/04/2019 23:41;3600;0;0;;0;0;OK
26/04/2019 0:11;3600;0;0;;0;0;OK
26/04/2019 0:41;3600;0;0;;0;0;OK
26/04/2019 1:11;3600;0;0;;0;0;OK
26/04/2019 1:41;3600;0;0;;0;0;OK
26/04/2019 2:11;3600;0;0;;0;0;OK
26/04/2019 2:41;3600;0;0;;0;0;OK
26/04/2019 3:11;3600;0;0;;0;0;OK
26/04/2019 3:41;3600;0;0;;0;0;OK
26/04/2019 4:11;3600;0;0;;0;0;OK
26/04/2019 4:41;3600;0;0;;0;0;OK
26/04/2019 5:11;3600;0;0;;0;0;OK
26/04/2019 5:41;3600;0;0;;0;0;OK
26/04/2019 6:11;3600;0;0;;0;0;OK
26/04/2019 6:41;3600;0;0;;0;0;OK
26/04/2019 7:11;3600;0;0;;0;0;OK
26/04/2019 7:41;3600;0;0;;0;0;OK
26/04/2019 9:03;3600;0;0;;0;0;OK
26/04/2019 9:03;3600;0;0;;0;0;OK
26/04/2019 9:33;3600;0;0;;0;0;OK
26/04/2019 10:03;3600;0;0;;0;0;OK
26/04/2019 10:03;3600;0;0;;0;0;OK
26/04/2019 10:33;3600;0;0;;0;0;OK
26/04/2019 11:03;3600;0;0;;0;0;OK
26/04/2019 11:03;3600;0;0;;0;0;OK
26/04/2019 11:33;3600;0;0;;0;0;OK
26/04/2019 12:03;3600;0;0;;0;0;OK
26/04/2019 12:03;3600;0;0;;0;0;OK
26/04/2019 12:33;3600;0;0;;0;0;OK
26/04/2019 13:03;3600;0;0;;0;0;OK
26/04/2019 13:03;3600;0;0;;0;0;OK
26/04/2019 13:33;3600;0;0;;0;0;OK
26/04/2019 14:03;3600;0;0;;0;0;OK
26/04/2019 14:33;3600;0;0;;0;0;OK
26/04/2019 15:03;3600;0;0;;0;0;OK
26/04/2019 15:33;3600;0;0;;0;0;OK
26/04/2019 16:03;3600;0;0;;0;0;OK
26/04/2019 16:33;3600;0;0;;0;0;OK
26/04/2019 17:03;3600;0;0;;0;0;OK
26/04/2019 17:33;3600;0;0;;0;0;OK
26/04/2019 18:03;3600;0;0;;0;0;OK
26/04/2019 18:33;3600;0;0;;0;0;OK
26/04/2019 19:03;3600;0;0;;0;0;OK
26/04/2019 19:33;3600;0;0;;0;0;OK
26/04/2019 20:03;3600;0;0;;0;0;OK
26/04/2019 20:33;3600;0;0;;0;0;OK
26/04/2019 21:03;3600;0;0;;0;0;OK
26/04/2019 21:33;3600;0;0;;0;0;OK
26/04/2019 22:03;3600;0;0;;0;0;OK
26/04/2019 22:33;3600;0;0;;0;0;OK
26/04/2019 23:03;3600;0;0;;0;0;OK
